@relation train
@attribute text String
@attribute Sentiment {negative,neutral,positive}

@data
'Kingsteve: Forget about the number of complaints for now  and look at the reason for their complaints...numbers are secondary  reason for the complaints  primary. Most common problems reported were...transmission issues  Radiator issues (leaking  overheating  coolant mixing with transmission)  excessive oil consumption  and Engine problems. However  from the Infiniti complaints  youll hardly find the aforementioned problems  rather the type of problems they complained about were  accessories problems  eg: dashboard cracks  leather cracks on seats (common with the FX)  electrical problems on select models (G)  Brakes wearing out prematurely  and few other complaints  which in my opinion  are manageable! Lets put it this way  the Infiniti complaints are not as severe as the Nissan brand. It has nothing to do with sheer volume of sales...the problems are there. However  Nissan have tried to rectify some of those common problems on their newer models  but the question is: how many people can really afford to buy the newer models  especially in Africa  where everything is cash n carry? EDIT: Before I got my Infiniti sedan  I really wanted an SUV...be it Pathfinder or Xterra  but after reading the horrible reviews about most Nissan products  I did the needful. I then started researching on their luxury brand...Infiniti  surprisingly  the reviews were ok  not perfect  but something I could live with. I then made up my mind to get the FX or FX  but I also got discouraged by the price  and also the cracking dashboards. I finally got the M sedan  which has the FX engine. A solid car  with loads of gadgets and ehh...gimmicks  the only problem; ground clearance is low  which means  some roads are prohibited. I have a second car for my daily movement  so I can live with that. Nissan products are generally flashy  hence; my initial attraction to the brand  but reliability is highly questionable! Lol  I see your point sha  makes sense.... ',positive
'Style s chilling and they said they cant wait for suspension completion before getting installed. Told them to calm dafuq down! My parts guys says he has the front and rear white indicator lights upgrade. He has gone to get them. How deep is the rabbit hole Oya na!                                            ',positive
'Shagati: Shocks next. Out with the [b]Henry [/b]struts                                            ',positive
'dumo: Oga Shagati  in Olamides voice oya UPDATE!! UPDATE!!  Bros E! Time and chance (and most importantly $$$) have not aligned. Updates soon                                            ',positive
'jimmrozz: hello all  kindly assist  my power window is not working well  it can only go down but ll not go up except d passager side. d car is Lexus RX  If its the power buttons on the door side  it is all power one touch all auto all down/up. It wont work as it is suppose to work if you remove the battery terminal of the car  however you have to reprogram the buttons again to enable them gain the functions. To reprogram the auto all down/up button to re-function again  do these  close all doors  While holding d individual door power button (eg  hold right side rear door power button on d driver side and on d passenger side and press down simultaneously until all the glass winds down  den press up till glass fully closes. Repeat step again. Then release buttons. Test the power All button on driver door side for right rear door if auto all function works. If it doesnt  repeat the step again. If it does  repeat steps for all doors. But the auto glass roll down on the remote control of the car only rols down the glass and doesnt raise them. Hope this help?                                ',positive
'I have  maxima which i got six years ago. I love the car and im attached to it. I changed the timing chain last year and it has been performing like a  cylinder instead of a v. I want to change the engine  any idea of the cost of a top grade one. Do i also need to change the gear box? It is not giving any probs though. I have a camry but i find it boring. I need my maxima back till i can get a new one. Actually thinking of switching to a .L V Altima.                                           ',positive
'Hello Adisa Joshua  kindly allow your mechanic to have a look at the timing  it might just be slow or better still let him also look at the belt and pulleys for slacks. if this doesnt work then look @ Ur air flow meter  this shld solve the issue. For more car issues please kindly go to this link. http://johnyblogscars.blogspot.com/?spref=tw                                         ',positive
'angelinvestor: Ogas in the house  My Infiniti FX threw up a code P (Intake Valve Timing Control Solenoid). I changed the oil and filter; and erased the code. After a while  the code P came on again. Now  the car starts  revs itself and dies off immediately. My mech has tried changing both IVTs but it is still the same. I will appreciate any advice or tip from you all. Thanks. My brother whether its the FX series or where its coming from I dont really know again oh. How long have you had this car? What state do you reside?                                        ',positive
'Picked up wheels and tyres from Alloys shop. Went with previously communicated sizes. New to me Michelin Primacy  Zero Pressure (run flats) / R front / R rear Michelin model modified                                            ',positive
'Shagati: Picked up wheels and tyres from Alloys shop. Went with previously communicated sizes. New to me Michelin run flats / R front / R rear Rim ?? Thats awesome                                            ',positive
'dumo: Oga Shagati. Quick question: do you pay custom duty for the parts for your car when they arrive the shores of Nigeria? I currently use a door to door service. But I once shipped prsonally via courier and NIPOST called me to their office and I was given a bill of   as   customs duty   for my items.                                           ',positive
'How attractive is a  -door Honda Accord? I want to sell mine but not sure what sort of money i can get for it. I hear most people talk about the fact its a -door makes it in less demand. is this true? If so  what price range can one sell it for? All things being equal. Would appreciate some feedback  Thanks!                                          ',positive
'tunjiNaija: How attractive is a  -door Honda Accord? I want to sell mine but not sure what sort of money i can get for it. I hear most people talk about the fact its a -door makes it in less demand. is this true? If so  what price range can one sell it for? All things being equal. Would appreciate some feedback  Thanks! There is someone out there looking for a  door if it is well maintained and looks clean should fetch good money.                                          ',positive
'please how much does a golf  cost.both with automatic and manual gear transmission                                            ',positive
'olumidechrist: Hi everyone  Im considering getting my first car  in making enquiries about the Nissan Maxima   someone told me that the Maxima was one of the worst models produced by Nissan. Im a bit confused now  pls someone should please clarify this issues - is the Nissan Maxima  a good model in terms of reliability  fuel efficiency  availability of parts? Hoping to hear from you. who told you that??                                      ',positive
'angelinvestor: Getting a brand new one is proving quite difficult. All I can see around are toks. If u have a source for brand new ones  I would appreciate if you share with me. Of course  I can understand the dilemma. Where else is there a sure source except where the car came from (US). What year is your FX? Or better still  your VIN. At least we could start the search by knowing the exact part for your car.                                         ',positive
'please  how much does it cost to import a car from the US ??                                           ',positive
'PLEASE OOOOOO ANYBODY HERE WITH A GOOD A/C REPAIRER THAT CAN CHECK MY FX A/C PLEASE...... THE THING IS NOT FUNCTIONING TO ITS REPUTABLE STATE AT ALL.... BTW.... @NISSPARTS PLEASE MATIC J ATF DEY AVAILABLE                                            ',positive
'Please I need ABS system for My Toyota Matrix  model. My mechanic said the one on it now is back. Location: Ibadan Thanks.                                            ',positive
'carr: are u purchasing one with a V engine or a four cylinder inline? The four cylinder has problems of engine noise. Ill suggest you purchase the  altima V engine  then u have no problem I beg to disagree  NOT every I in the market. I drive one  and its f***king quiet.                                         ',positive
'cyborg: Thumbs up. The lights have not arrived? Chap apparently didnt have the white or smoked indicator lens. What he brought today was the regular yellow pointer. Told him to sod off. Not available in Lagos I guess. Would have to order with the unsmiling exchange rates                                            ',positive
'karama: Morning  I was I cotonou yesterday. we couldnt see any code rather the check engine light wiped out? The acceleration is my problem. kindly help. ve change the ejector mouth n still.stop throwing parts at it  bear i n mind  this is not a mechanical problem but an electrical problem  you need to scan your car to pull out the codes  if you do not do this then you are throwing money down the Bin  however if your OBD had been tempered with or your vehicle had been rewired then good luck.                                      ',positive
'conyema: Thanks Bros. I hope the spare parts are readily available and cheap as well in Nigeria. Sure they are available you might not be needing more than the shocks after few years of ownership if you get a good one.                                            ',positive
'drumma: @COSTEE that price sent me into coma.... i recovered though! mbok im no opening a mechanic workshop oooo please help a brother.... I have a few that are cheaper. Call when you are ready                                            ',positive
'jimmrozz: Thanks a lot. bros  thanks a lot  I appreciate  I tried the proceedure again and It work  its ok now. thanks.                                        ',positive
'Please  I need expert advice on a Honda Accord (BabyBoy)  model which I bought in MAY this year. But since I bought the car  I have serviced it once after to experience shortage of engine oil. I usually use Mobil super  XHP for my car service and I hardly travel out of my town in Portharcourt Please  I want to know if it is the car engine that is faulty or that the engine oil is not compatible with my car because my mechanic advised me to change it to AP Visco. I did just that but the problem still persists. Thanks Austin austech.nwekoyo@gmail.com                                         ',positive
'Gurus and experienced nissan folks in the house  am looking to make a choice between the  altima and the  Primera(not the sport trim). I have heard a lot about Nissans generally  however I dont want to go by hearsays. Are these cars reliable and easy to maintain i drive like hours everyday within Lagos.if yes  which of the two cars would be the better option? NB: both vehicles are tokunbos                                        ',positive
'Anyone knows where I can rent a car for an event (wedding) in Lagos?                                            ',positive
'Hi fellow Nairalanders  Can anyone assist me with the best ATF for the RX?                                           ',positive
'mosbus: NOI know where my leak is.                                            ',positive
'Hi guys! Please  how can I locate the engine number of infiniti G ? thanks                                           ',positive
'[size=pt]Does anyone know where i can buy Top Gasket for Honda Civic  Hybrid? please Contact me . see the picture. Thanks.[/size]                                            ',positive
'drumma: So it turns out that the ECM is still giving the car issues after their so called mechanic said we need to change the plugs as that is what is making the car not give us full result.... all plugs changed to new and the car keeps tripping off when on motion.... My mechanic scanned it again and it was as a result of the ECM..... OGA PEK I HAVE PAID YOU   please this is a customer service issue now .....what can you do for us oooooSorry to observe  but you could be very difficult to advise; also somewhat parsimonious with relevant information. That aside for now. Three things: (i) what was the part number of the ecm installed? (ii) initially it was the injector nozzles  now plugs. Ok  could you confirm the number inscriptions on the new plugs? (iii)   My mechanic scanned it again and it was as a result of the ECM.   Unhelpful statement. What codes were pulled to come to that conclusion?                                        ',positive
'Good news for Ford Owners in Abuja and itâ€™s environ. Today I finally found a Ford Specialist in Abuja  yaay! This guy told me he will only repair my car if I promise not to sell off the car like I intended. It sounded funny but I told him  I never enjoy my Ford Escape for almost two months I bought it as a â€œtokunboâ€ car and two different mechanics had worked on it to no avail  yet a lot of money wasted. Anyway if you want to hear my testimony we can discuss after this guy have fixed your car and you can just reply to this post with a thank you message  shikena! Trust me  the guy didnt ask me to do this but I told him it might sound like Im promoting his business but my main goal is to help a lot of Nigerians like me who bought Ford Vehicle and mechanics who doesnt have experience with Ford product had turn them to their money making machine. Contact Jude (Kpokirikpo) on  for any of your Ford product whether mechanical or electrical fault I can guarantee you will smile home. He is honest and professional to the best of my knowledge. Kindly spread the news around  you might just save a family or friend from devourer. http://www.stakoj.blogspot.com///ford-magician.html?m= Steve Kay                                      ',positive
'@ Ikenna  would encpurage me I convert my  Quest engine to Sienna engine of  to  model? If yes where I can do d conversion in Lagos? As I intend to use d Quest for transportation business.                                           ',positive
'ericok: stop throwing parts at it  bear i n mind  this is not a mechanical problem but an electrical problem  you need to scan your car to pull out the codes  if you do not do this then you are throwing money down the Bin  however if your OBD had been tempered with or your vehicle had been rewired then good luck.do u ve any around u with system dat can do it. giv me ur contact I will meet u. thanks                                       ',positive
'Shagati: This will be a slow burning one unfortunately. Not enough time (and $$$) available like in the past. Enough excuses! So what do we have here? Lets start with the equipment and specs as she left the factory in August . Princetom  she needs a name; what do we call her? Its a machine.... And we are Nigerian.... Still thinking. Trying to find a name that fit... Hmnnn... Something like baba EgunMogaji Brutus. Am here in the mean time. I love classics                                           ',positive
'SmartchoicesNG: Including repair?NO                                            ',positive
'Costee: =Year ();=Month (September);=Day   September . Ok Chief  thanks.                                          ',positive
'Join Speed fuel on BBM channels for exotic supercars and motorcycles pin:CCB                                            ',positive
'steveyen: Hi house  I have this Nissan maxima . Recently I started noticing some strange things. . On most days when I start the car the oil pressure sign on the dashboard will not go off until I engage the gear to drive to move the car. . The same oil pressure sign intermittently come on and off esp when I am slowing down  applying brake or when d car motion is not so fast. I checked the oil level okay. I scanned the car and got the following codes P  P  P  P and P The car still drives around but I am afraid the engine might be in danger. KINDLY help me out on what I can do or what the problem might be. Thanks in advance. Do you hear a whining sound when you start the car or accelerating?                                       ',positive
'LeJeun: In Biology  a demeanor is anything or anyone that tells you the truth  while taking in oxygen and giving out carbon mono oxide all this while photosynthesis is ongoing. cc: Â Bankyw  chukel  computerglobal  Diportivo  ericok  Gazzuzz  honmusa  Kingreign  LeJeun  Mayor  nurey  Obekediamondfuto  Princetom  thebigkendo  Timifakay Classic. Thanks                            ',positive
'Anomnakachukwu: i will follow all them rules But shaa  i have a honda civic for sale. Only k kms Its black in colour. Everything working excellently Its nigerian registered. If there are interested buyers  pls let me know. Will send u details and pics. Pics will follow here shortly                                          ',positive
'pls i want to know about this car                                            ',positive
'Please. how much can I get a tokunbo Peugeot  from contonou with genuine custom papers?                                            ',positive
'Shagati: Rear light compare Oh. My. Gosh. Transformed!                                            ',positive
'kayswag: Hello gud ppl. Nissan Altima auto. .L I noticed anytime my battery gets disconnected and reconnected  theres laboured gear shift;especiallywhen climbing hills. issue usually sorts itself out after a few miles or driving cycles. In addition  climbing hills isnt as smooth as it used to be. After gear   the engine would have to be revved to like rpm before it shifts to gear  and above. pls any idea on whats happening? spark plug related? gearbox related? pls I need help because Ill need to travel to lagos soon and I m scared of driving in such condition + I dont know much about cars mechanical parts... kindly note that I DONT have any other symptoms of failing gear box like: delay in gearshift from P to D or R; sudden change gearshift when maintaining same speed etc. Did you service engine or gearbox recently? What oil do you use for engine and gearbox? Have you scanned the car?                                         ',positive
'Osama: Very sure about the injectors  I had a major leak on the exhaust manifold & that has been taken care off today. Im afraid you didnt respond to my question  but I hope your guys did not extend the cleaning to the TB. Confirm that there are no air leaks between the MAF and TB. What about your rpm? It should be between  and  at idle when fully warm/hot. Yes  rescan. (About time you had your scan tool  or you already do?) P is a most exasperating code especially when triggered by cleaning the TB. Except the ECM is defective (and I do sincerely hope not)  the code cpould be addressed by performing an Idle Air Volume Learning. It is actually required when you install a used ECM. Youd need to find a workshop with a diagnostic tool such as Autel MaxiDas  or some other of comparative capabilities. The IAVL can be done manually but never foolproof as the process requires precise timing. One other thing you could do is to disconnect the battery overnight. Its a hit-and-miss option. You just might be lucky  and the ECM is reset to work harmoniously with the TB.                                      ',positive
'Costee: Im afraid you didnt respond to my question  but I hope your guys did not extend the cleaning to the TB. Confirm that there are no air leaks between the MAF and TB. What about your rpm? It should be between  and  at idle when fully warm/hot. Yes  rescan. (About time you had your scan tool  or you already do?) P is a most exasperating code especially when triggered by cleaning the TB. Except the ECM is defective (and I do sincerely hope not)  the code cpould be addressed by performing an Idle Air Volume Learning. It is actually required when you install a used ECM. Youd need to find a workshop with a diagnostic tool such as Autel MaxiDas  or some other of comparative capabilities. The IAVL can be done manually but never foolproof as the process requires precise timing. One other thing you could do is to disconnect the battery overnight. Its a hit-and-miss option. You just might be lucky  and the ECM is reset to work harmoniously with the TB. Hmmn the drama continues  I would try your last option tonight & see what happens with the ECM reset. I would find out about the TB & MAF.                                      ',positive
'OgaKazeem: Oga Gazzuzz calm down o... I neva test drive na U wan test drive am? Enta line jare.... Shagati: Done! Indicate time and place I no wan village peepo to follow me  I will contact you offline                                           ',positive
'Hi guys! Who likes Ferrary? I adore this car! Look at that: http://lodozo.com/us-en/detail/ferrari-/ferrari--gto-/ Isnt it beautiful?                                            ',positive
'Someone wants me to trade in my Maxima  for a toyota camry   whats ur take?                                           ',positive
'End of day                                            ',positive
'Lomomike abeg clean^^^ small                                            ',positive
'Oga Mosbus  I want to commend you for the efforts put in to resolve the AC issues on my car. Your customer service is top notch and your professionalism will take you far. I was really surprised when you took it upon yourself that you have to fix the AC as if the car belongs to you. Nairalanders  this is someone I will recommend allday  everyday when it comes to fixing AC issues. Your colleague Mr Gbenro also deserves a big shout out for teaming up with you to deliver excellent service. Please keep up the good work .                                         ',positive
'nissparts: Engine should be between  and k. You will not need to change the transmissionThanks  was just wondering why a couple of mechanics were advising changing both engine and gearbox.                                           ',positive
'Costee: Limited capabilities. I doubt whether it can scan the transmission  ABS  and SRS (airbag) modules. As for the ecm no probs. Which do you recommend for the four modules?                                          ',positive
'Shagati: So  dear sir  with my above submission and without let or hindrance  do I have your blessing/permission to send Adolf in for a paint job? I humbly await your anticipated kind approval Yours sincerely. you have the go ahead to take in Adolf for a fresh coat of paint work.                                         ',positive
'Saintp: I want to buy Altima / model. I heard its problem is mostly electronics and gears making it hard to fix. has anybody used this car? wot do u think? it has nice handling and stability a good performance with V- but engine noise with four cylinder. Goodluck                                            ',positive
'emmado: Pls house i have a highlander  model limited edition V FWD. My wife just called me and said that when she switches the car on it doesnt steam for long. It gradually stays on and goes off after a lil while. Reach me on a okukuemmanuel@yahoo.com. i need suggestions quickly since i am not around. You need proper diagnosis. If in lagos contact me . (I didnt say scan)                                            ',positive
'karama: Yes Use PP or lexia to scan and pull out the codes. Then post the codes here.                                            ',positive
'i have got a peugeot  . petrol and had a cambelt fitted and after  minutes of running it stopped and found the timing had jumped has any one had this problem                                            ',positive
'@ BIGGIYKE HOW IS YOUR BEAST DOING? ANYONE WHO COULD AFFORD AN INFINITI SUV SHOULDNT BOTHER ABOUT FUELLING IT.SERIOUSLY MAKING PLANS TO ADD ONE OF FX SERIES TO MY GARAGE. THE PATHY AINT BAD AFTERALL HAVE DRIVEN FOR ONE YEAR NOW WITHOUT ANY ISSUES AT ALL ALOT MORE RUGGED THAN I READ ONLINE.THE ONLY DOWN SIDE IS LACK OF   FLYING SPEED  . WHO NO GO NO KNOW.                                         ',positive
'Osolo: Quick question please  why different tire specs for the front and rear of the same car? Wouldnt this result in a form of unbalance? Curious to know more. Thanks It wont cause any balance. Its called Staggered Wheels. The front wheels are a little smaller with bigger tyres. The rear wheels are bigger with small tyres . All tyres are the same in length. So the car will still ride smoothly. But dont run Staggered wheels on Awd. It will damage your tranny or drive shaft                                           ',positive
'rinw: Hello House  I drive a toyota solara . but i love the look of the sport edition. please can i get to buy the padded extension of the bumper? or do I have to change the entire bumper. please see picture of what i want my car to look like. Useful tips or contact of where i can get it would be appreciated. Many thanks If your terrain is good and level thats fine  but if you visit akute  badagry or ikorodu very often dont try it. The bumper will be replaced as a whole unit.                                         ',positive
'johnwell: Please how can someone knows the % of octane in the fuel? what is octane booster? octane booster raises the octane level in your gas and only needed if you have a higher performance car than the factory builds                                            ',positive
'how much per bottle boss?? plus any recommendable a/c professional for infinity from ur end nissparts: Available                                            ',positive
'My car  Nissan maxima  gle  v .L consumes lot of fuel especially in the city. Just few moving around the city with no traffic  I used up to  litres in  days. Please what can I do to resolve the issue. Moreover  the sound changes from quiet to a bit loud when I engage the gear to either R or D while idle but goes quiet again when Im in motion I.e high sound when I apply brakes but low/normal in motion Secondly  please can you recommend a very suitable and efficient engine oil  gear oil and oil filter for the car as I am scared of buying just any. Thanks in anticipation                                      ',positive
'nigeriancuban: for real? so why would you recommend two Toyota rides instead putting me on a diverse part to another ride? You have complaints about the first?                                            ',positive
'Please how much is a clean  tokunbo Rav? Anybody with an idea?                                            ',positive
'nissparts  am still expecting your response. you said you will help me ask a friend of yours about the compressor. thanks.                                           ',positive
'nissparts: Yels olf cols That means I should replace the oxygen sensors too?                                            ',positive
'battery arrangement dilemma. abeg can someone give advice on what to do with this battery setup. is there another battery confuguration(where the +ve is on the right and -ve on the left) or i will have to elongate the wire and connectors? cc Costee                                            ',positive
'GAZZUZZ: This ur moniker Nice to meet u oya change d G in ur monika asap!                                            ',positive
'Please can you give me a site or link I can purchase the brain box of a Nissan Altima car? Specification and information is as below.. VIN NUMBER: NBLEC ECM N: -JAA. Nissan Altima . .SL V Ikenna: Hi all  I realised there is a need for us to have a thread where we can say it very loud. Hence  the creation of this room. In this room  we can derail as much as we want  discuss off topics  etc. But please  no derogatory words  sales  adverts  spams or posting. Other than these  fire on! *Note that this room is not for posting our normal car issues and seeking solutions for them. We have the entire section  outside this room  for that. Moderator.                                ',positive
'Engine should be between  and k. You will not need to change the transmission                                            ',positive
'How does this kinda accord customized headlight gonna cost                                            ',positive
'You guys should rename this thread the fx series thread.Iv got a  Q and a  G.The Q is my daily workhorse but the g is my highway car.Sourcing parts for my g has been a hellish experience but I believe its worth every drop of sweat.@nissparts I will be in touch shortly                                           ',positive
'Ikenna you no serious. I just saw your post. Sorry to disappoint you but I happen to be careful drive although I can drive like snail sometimes heheheheee abeg I dey take am jeje because I no get power for igebese.                                            ',positive
'what year is this your car and how clean is the interior?. k for a car that is aging. Post the full interior and engine for better negotiation.                                            ',positive
'mosbus: Bonanza......bonanzas           is here again free leakage diagnosing test on your car air conditioning. From //------ //. Grab it now and stop guessing Including repair?                                  ',positive
'nyfemy: so  what exactly does the fix entail in terms of parts and cost? are we talking about replacing ignition coils (i have had a misfire (DTC code ) for a while now)  but  curiously no cat. converter-related codes as at the time of writing. engine idle is slightly erratic and exhaust output is steam-like i.e. water vapour. pardon my ignorance  but  is there any fool-proof way to test the operational efficiency of my cats? sorry to bug you with all these questions  but  its better to be safe than sorry  you will agree. thanks. The bolded part above is why your catalysts are blocked. Driving with multiple cylinders misfiring will block your catalysts with unburnt fuel. Go through my thread explaining catalyst issues. Have a mechanic remove whichever of your catalyst is easier and you will clearly see it clogged or even broken up. A member here with the same vehicle had the same issue  months ago which was fixed at my place. He may see this thread and chip in as well                                    ',positive
'dcal: Hello Guys  I just got a mazda   tokunbo. Pls who knows a good mechanic for this kind of car that can service and do repairs for mazda? Give me a call  . Lagos only                                          ',positive
'drumma: PLEASE OOOOOO ANYBODY HERE WITH A GOOD A/C REPAIRER THAT CAN CHECK MY FX A/C PLEASE...... THE THING IS NOT FUNCTIONING TO ITS REPUTABLE STATE AT ALL.... BTW.... @NISSPARTS PLEASE MATIC J ATF DEY AVAILABLE Available                                            ',positive
'Hi  sorry  I dont do a/c repairs but I can check with a supplier for the compressor mrw.                                          ',positive
'Always make sure you switch off your air conditioning when ever you driving through flooded areas because It could however damage the electrical part of the compressor (clutch magnet) or other parts of the AC electrical system like relays  wiring or switches.for any enquiries pls call mosbus on                                           ',positive
'dumo: Is this beauty going to land on the shores of Nigeria? No was just looking at the auctions saw and it decided to add some sauce to the thread.                                            ',positive
'Dear caralanders... I need an expertise advice.. I just got this car and would like to know the total cost of repairs which includes getting a new sports bumper and changing the back left door. The car is coming in  weeks... thanks                                            ',positive
'OgaKazeem: See wickedness oooo After d food don done finish abi? Almost done; almost done Still a bit to do then get a proper paint job. Do I hear Anthracite? Or Galapagos? Tabi Titanium? Graphite nko? Suggestions welcome Hmmmm!                                            ',positive
'Shagati: I understand your concerns. But like in all things....there are painters  and there are   kpainters   Test case below: Notice the lights  door handles  door trim  wing mirrors  emblems all completely removed? No taping over anything Accouterments being replaced                                       ',positive
'makavele: Yes sir !!! Call me on  lets take a look at it                                            ',positive
'I need a sincere volkwagen golf mechanics.. am in Lagos.. all the one have been using are pure scammers... collecting money for parts and wont fix it. please its urgent.. thanks                                            ',positive
'Alright then  now that I know that the frequent on and off of the radiator fans is normal  what do you suggest I do to mine? My fans are permanently on  my relays are neat  clean and no form of any external wiring of any sort. Should I have a re-wire to look at it or do you think an atom of an engine part is missing? Im opened to suggests. Thank you Sir...                                        ',positive
'@costee biko please recommend to me sharply before i get roasted in this heat..... just send his number  ill dig him out.... but wait before i embark on the journey of no return where is he located? Costee: Hm. How professional can they get. One just hopes you meet the one that resolves ones issues. That said  I can only recommend the one I use for the moment.                                          ',positive
'So it turns out that the ECM is still giving the car issues after their so called mechanic said we need to change the plugs as that is what is making the car not give us full result.... all plugs changed to new and the car keeps tripping off when on motion.... My mechanic scanned it again and it was as a result of the ECM..... OGA PEK I HAVE PAID YOU   please this is a customer service issue now .....what can you do for us ooooo                                           ',positive
'Kristolite: @ Lomomike Ojo Badagry. But work in Satellite Town. Call me let me tell you what to do.                                             ',positive
'CAN SOMEONE HELP ME WITH @NISSPARTS PHONE NUMBER I am in urgent need of his technical assistance. Thanks !                                            ',positive
'Shagati: Getting a wash and a smile Make I pay N  and take this off your hands..... Would save you a lot on the long run ...........                                           ',positive
'Kingsteve: How urgent is it to purchase a car? If you can hold on  why not save up more  then you can get a camry...pencil eye  big for nothing or even EOD. You dont wanna buy a car youll get tired of easily. Actually  I need to get one asap because of my job...needs mobility. And Im not really looking for one ill use long term because I may be leaving the country towards ending of next year. I just want something small and functional. I dont know why  but ive always totally hated the look of Camry pencil light or wider light (-)  as well as Big for Nothing. EOD is nice  but way out of my budget for now  and I need to get a car soon. Thanks for the advice sha.                                    ',positive
'Nice car. Plz watz d price range and wat kinda engine?Is it a V? conyema: I need to pick this car Toyota Yaris  model. ( so I.was told) I.dont know much about it. any advice ? Will it serve me well? In fact it would be my first car if gotten. Thanks                                            ',positive
'I want to ask if doing a radiator bypass in a  nissan pathfinder will still not affect d Suv in anyway.                                            ',positive
'llade: I want to ask if doing a radiator bypass in a  nissan pathfinder will still not affect d Suv in anyway. It will even be of benefit to the SUV. Its gonna prevent mixing of atf and coolant fluid which will ruin the transmission. That vehicle had a class action law suit for that defect and one way to prevent such damage is radiator bypass                                            ',positive
'bbally: Thanks for the sharp response. Will W not too heavy for the oil pump  lifters and the tiny oil passages  but if I will need to try that is Mobil XHP okay or which oil did u used from   personal experience   so that I can try out ur method step by step. Thanks againMobil XHP.                                          ',positive
'EgunMogaji: Congrats on the new sled. This is what separates men from boys. Its not always all about the latest and alleged greatest. ) Name suggestions: Adolf  Helga  Hans  Bridgette  Helga ) Most striking change is wheel/tire combo. Any time  any day. ) Sharing a pic of Helga  my  iL. She has moved on but she provided much-needed excitement. These are great handling cars and surprisingly fast once you get comfortable with them. Good luck. PS: Chasing after Audi S or A but if I see a clean   or iL  I may have to just bite. Uncle welcome sir  while you were away alot went down. More importantly Demeanors now exist....                                    ',positive
'Most likely Japanese but in any case it is a much higher grade than the US spec Nissans                                            ',positive
'Saturday morning work starts! Suspension work Prognosis: Shocks + springs x Upper and lower arm bushings Brake discs x Brake pads x Brake fluid flush and replace Rear linkage x Nothing more I hope (knock on wood) Updates to follow as the day progresses                                            ',positive
'For Automotive Repair Machines(diagonizing Tools And Garrage Equipment) Call or Watsap +    +                                              ',positive
'lomomike: sorry about your recent experience with your primera  I dont know much about primera But lets get things straight here. Since you forded water with it at the turn of a steering  there is a wheezing noise. Does the steering feel hard  can you zero in on where the noise comes from (whether its from the power steering pump  the belt  or from the wheel area  or the steering rack and pinion (thats if your car uses rack and pinion))? Yea... The steering does feel hard. Im sorry; I really dont know what a rack and pinion is and I am yet to actually identify where the noise is coming from... Costee: What do you mean by   the language on the screen  ? Are you referring to the info display screen? Should that be the case  then your car is P  and not P. I want to believe too that if it is P it will have a feature in the menu for conversion into English language. Since you attribute the issues youre having to the wheels/steering  it just could be that the problem is mechanical. [Check the steering rack for example.] If electrical the MIL (check engine light) should be on. (You should be able to identify that icon). Better still  have the car scanned nonetheless.[quote author=Costee] Yes... Its the info display screen. I can only see options in French and Dutch. No English option. The check engine light is off. Maybe I should just get the car scanned.                                  ',positive
'I need to pick this car Toyota Yaris  model. ( so I.was told) I.dont know much about it. any advice ? Will it serve me well? In fact it would be my first car if gotten. Thanks                                            ',positive
'Osama: Ok maybe Ill upgrade soonest.Nice. Positive spirit.                                            ',positive
'im still enquiring about the G sedan...manual transmission.                                            ',positive
'Costee: I can see where youre coming from. Tranny means transmission (gear box). You know very little about the car. I dont think you have good technicians either. Ive fixed the steering hose and replaced the alternator in  Max without issues. As I said if you feel you could cope better with the Camry  why not. Thanks!                                           ',positive
'We can handle your car insurance without much protocol or delay in our insurance company. its important you insure your car  properties and life for safety. you can send us a mail for enquirer on seunmide@gmail.com                                           ',positive
'At the rear of the engine. Not something you can see easily                                            ',positive
'depair: please reply my mesaage  naira sir                                           ',positive
'if u are still walking up and down looking for were to get ur car ac fix  dude  call these MOBOS guy  he knows his craft very very well. i was impressed with the level of proffessionlism and experties of the guy high tech machines and state of the act techs well  no need for much talks  even if ur car ac is working well  still goto him  he gives it an extra edge. A lot of people failed at what you accomplished  simply because they were busy finding problems while you were busy finding solutions. Well done.mobos                                    ',positive
'Evening friends is there any body having auto air conditioning issue pls fill free to contact me  or                                            ',positive
'A member asks if Valvoline maxlife CVT fluid is a good substitute for NS  fluid  I reply that it is not and that no alternatives should ever be used for NS. You delete the question and leave my answer. Where is the sale in all this exactly??                                           ',positive
'eaglechild: i meant getting a new car a ltima.lv Thats a very good choice.. I think you can find it cheaper in naija . Most nigerians and their mechancis are not fond of V. Keep us updated on your decision                                            ',positive
'Shagati: End of day Lets hope that the former owner doesnt want his car back after he sees this new transformation.                                            ',positive
'GAZZUZZ: I no wan village peepo to follow me  I will contact you offline Correct... Now U af respect for ur elders                                           ',positive
'Erm! Oga Shagati question o! Did you get the vehicle in that almost mint condition in this Nigeria? And is there going to be any major mechanicals to be fixed in the engine bay?                                            ',positive
'Hi Can anyone help me with radio code..serial number is  and vin is SHSRDU HONDA CRV ( model) Thanks guys!!                                            ',positive
'castroevans: ur engine is getting weak I actually found out the oil has been spilling  I was told to ring the engine which will cost k... What I dont know is how long this will last? Its a Camry Orobo                                           ',positive
